edition_id,subedition_id,circ,floor_usd
deec5491-8dcb-4c68-8ac2-66f8662329aa+4a297446-8ba0-4254-924f-2eb5044a3b45,0,10,4888
deec5491-8dcb-4c68-8ac2-66f8662329aa+50131648-31a8-40d4-b61e-8e1154cd9d82,0,10,365
e13ac19e-8ced-4439-80c0-a4c55cd88c6d+6467f696-aca6-41ac-b999-0e1d18ac5a07,0,39,545
e13ac19e-8ced-4439-80c0-a4c55cd88c6d+b7ad28bc-3e9d-4f31-9c27-5c11b7c9ac56,0,75,478
e3ec2177-db80-424a-aab3-1f1804439725+7b4858c4-ccba-480e-9ca4-2a82a568ac2b,0,10,999
e3ec2177-db80-424a-aab3-1f1804439725+85eab091-9c4c-4da4-905a-0f7cee8cf764,0,10,1420
e3ec2177-db80-424a-aab3-1f1804439725+ab237882-ee41-40aa-bbaf-39b6ec2bfdb5,0,10,1499
e3ec2177-db80-424a-aab3-1f1804439725+c62a323b-b098-4a36-a8b0-41c6618f7d44,0,10,4444
e6af7306-200d-4fad-ad92-7f675df307cb+23ca5724-6a94-448e-87b4-612d81baa0fd,0,42,850
e6af7306-200d-4fad-ad92-7f675df307cb+d0976a74-be35-4f42-b22d-80e3748141d3,0,42,1000
e7cabc5b-cfc9-4239-af3b-b7e42d7bb779+ff852638-eb72-4672-9bae-5d9e04ade2bc,0,27,1450
ede72a8c-02e1-429f-b543-cec4a9513c5b+442f4fbe-22e8-487f-b0b9-28d06cb4070c,0,79,385
ede72a8c-02e1-429f-b543-cec4a9513c5b+4c1807c2-0f28-466e-a4e4-f0036a9ac557,0,88,90
ede72a8c-02e1-429f-b543-cec4a9513c5b+c19fb762-c12f-4011-81e4-64da909aad25,0,95,72
ede72a8c-02e1-429f-b543-cec4a9513c5b+c4019d10-f183-46a4-8d49-3fb155e7aa29,0,51,701
ee8eb595-b7d1-4f2a-a71c-ce50e4c7fc3f+91d52142-8489-4b84-9fca-dae1e91b1abf,19,18,155
ee8eb595-b7d1-4f2a-a71c-ce50e4c7fc3f+91d52142-8489-4b84-9fca-dae1e91b1abf,20,7,888
ee8eb595-b7d1-4f2a-a71c-ce50e4c7fc3f+91d52142-8489-4b84-9fca-dae1e91b1abf,0,86,69
ee8eb595-b7d1-4f2a-a71c-ce50e4c7fc3f+a3da64db-1578-46c8-a2e1-827937c0843a,19,12,600
ee8eb595-b7d1-4f2a-a71c-ce50e4c7fc3f+a3da64db-1578-46c8-a2e1-827937c0843a,20,7,1650
ee8eb595-b7d1-4f2a-a71c-ce50e4c7fc3f+a3da64db-1578-46c8-a2e1-827937c0843a,0,66,399
